ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,richFactor
BP,GO:0032945,negative regulation of mononuclear cell proliferation,11/1175,92/18986,0.119565217391304,1.93197039777983,2.30151684795705,0.026469305080852,0.226434297129181,0.199827627033869,BMP4/CD86/CR1/HLA-DRB1/LILRB2/PLA2G2D/PLA2G2F/PRNP/RIPOR2/SCGB1A1/TNFRSF14,11,1.19565217391304
BP,GO:0008360,regulation of cell shape,15/1175,140/18986,0.107142857142857,1.7312462006079,2.23047895151401,0.0267048773460334,0.226434297129181,0.199827627033869,CCL13/CCL2/CCL24/EPB41L3/FBLIM1/FGD5/ITGB2/KIT/LPAR1/PALMD/PARVA/PLEKHO1/PLXND1/PTK2/ZMPSTE24,15,1.07142857142857
BP,GO:0030048,actin filament-based movement,15/1175,140/18986,0.107142857142857,1.7312462006079,2.23047895151401,0.0267048773460334,0.226434297129181,0.199827627033869,ABCC9/ADORA1/CACNA2D1/CAMK2D/CAV1/CTNNA3/DSG2/FGF13/FNBP1L/KCND3/KCNJ3/MYO7B/PARVA/SYNE2/TNNC1,15,1.07142857142857
BP,GO:0048339,paraxial mesoderm development,4/1175,19/18986,0.210526315789474,3.40174692049272,2.69020145422887,0.0268090339798555,0.226434297129181,0.199827627033869,DLL3/FOXC1/LEF1/WNT3A,4,2.10526315789474
BP,GO:0060749,mammary gland alveolus development,4/1175,19/18986,0.210526315789474,3.40174692049272,2.69020145422887,0.0268090339798555,0.226434297129181,0.199827627033869,CCND1/ERBB4/ESR1/SOCS2,4,2.10526315789474
BP,GO:0060977,coronary vasculature morphogenesis,4/1175,19/18986,0.210526315789474,3.40174692049272,2.69020145422887,0.0268090339798555,0.226434297129181,0.199827627033869,ARID2/NRP1/SPRED1/TGFBR3,4,2.10526315789474
BP,GO:0061377,mammary gland lobule development,4/1175,19/18986,0.210526315789474,3.40174692049272,2.69020145422887,0.0268090339798555,0.226434297129181,0.199827627033869,CCND1/ERBB4/ESR1/SOCS2,4,2.10526315789474
BP,GO:0097320,plasma membrane tubulation,4/1175,19/18986,0.210526315789474,3.40174692049272,2.69020145422887,0.0268090339798555,0.226434297129181,0.199827627033869,CAVIN2/EHD2/FNBP1L/PACSIN1,4,2.10526315789474
BP,GO:0001660,fever generation,3/1175,11/18986,0.272727272727273,4.4068085106383,2.90290789156981,0.0268200970074129,0.226434297129181,0.199827627033869,EDNRB/PTGS2/TNFRSF11A,3,2.72727272727273
BP,GO:0003139,secondary heart field specification,3/1175,11/18986,0.272727272727273,4.4068085106383,2.90290789156981,0.0268200970074129,0.226434297129181,0.199827627033869,BMP4/ISL1/MESP1,3,2.72727272727273
BP,GO:0021604,cranial nerve structural organization,3/1175,11/18986,0.272727272727273,4.4068085106383,2.90290789156981,0.0268200970074129,0.226434297129181,0.199827627033869,EGR2/KCNA2/NRP1,3,2.72727272727273
BP,GO:0021889,olfactory bulb interneuron differentiation,3/1175,11/18986,0.272727272727273,4.4068085106383,2.90290789156981,0.0268200970074129,0.226434297129181,0.199827627033869,ARX/ERBB4/UNCX,3,2.72727272727273
BP,GO:0032000,positive regulation of fatty acid beta-oxidation,3/1175,11/18986,0.272727272727273,4.4068085106383,2.90290789156981,0.0268200970074129,0.226434297129181,0.199827627033869,IRS2/PLIN5/TWIST1,3,2.72727272727273
BP,GO:0033089,positive regulation of T cell differentiation in thymus,3/1175,11/18986,0.272727272727273,4.4068085106383,2.90290789156981,0.0268200970074129,0.226434297129181,0.199827627033869,EGR3/IL7R/VNN1,3,2.72727272727273
BP,GO:0045843,negative regulation of striated muscle tissue development,3/1175,11/18986,0.272727272727273,4.4068085106383,2.90290789156981,0.0268200970074129,0.226434297129181,0.199827627033869,BMP4/LEF1/TWIST1,3,2.72727272727273
BP,GO:0060579,ventral spinal cord interneuron fate commitment,3/1175,11/18986,0.272727272727273,4.4068085106383,2.90290789156981,0.0268200970074129,0.226434297129181,0.199827627033869,DMRT3/LHX3/SOX1,3,2.72727272727273
BP,GO:0060581,cell fate commitment involved in pattern specification,3/1175,11/18986,0.272727272727273,4.4068085106383,2.90290789156981,0.0268200970074129,0.226434297129181,0.199827627033869,DMRT3/LHX3/SOX1,3,2.72727272727273
BP,GO:0060601,lateral sprouting from an epithelium,3/1175,11/18986,0.272727272727273,4.4068085106383,2.90290789156981,0.0268200970074129,0.226434297129181,0.199827627033869,BMP4/FGF10/NOG,3,2.72727272727273
BP,GO:0071313,cellular response to caffeine,3/1175,11/18986,0.272727272727273,4.4068085106383,2.90290789156981,0.0268200970074129,0.226434297129181,0.199827627033869,RYR1/SLC8A1/TMEM38A,3,2.72727272727273
BP,GO:0072124,regulation of glomerular mesangial cell proliferation,3/1175,11/18986,0.272727272727273,4.4068085106383,2.90290789156981,0.0268200970074129,0.226434297129181,0.199827627033869,BMP4/EGR1/PDGFD,3,2.72727272727273
BP,GO:0072711,cellular response to hydroxyurea,3/1175,11/18986,0.272727272727273,4.4068085106383,2.90290789156981,0.0268200970074129,0.226434297129181,0.199827627033869,DDI1/DDX11/NSMCE3,3,2.72727272727273
BP,GO:1901329,regulation of odontoblast differentiation,3/1175,11/18986,0.272727272727273,4.4068085106383,2.90290789156981,0.0268200970074129,0.226434297129181,0.199827627033869,BMP4/LEF1/MSX1,3,2.72727272727273
BP,GO:1901844,regulation of cell communication by electrical coupling involved in cardiac conduction,3/1175,11/18986,0.272727272727273,4.4068085106383,2.90290789156981,0.0268200970074129,0.226434297129181,0.199827627033869,CAMK2D/CAV1/HRC,3,2.72727272727273
BP,GO:0002227,innate immune response in mucosa,5/1175,28/18986,0.178571428571429,2.8854103343465,2.56429934624052,0.0269114880024894,0.226434297129181,0.199827627033869,DEFA4/DEFB1/H2BC10/H2BC4/RNASE3,5,1.78571428571429
BP,GO:0010714,positive regulation of collagen metabolic process,5/1175,28/18986,0.178571428571429,2.8854103343465,2.56429934624052,0.0269114880024894,0.226434297129181,0.199827627033869,BMP4/CREB3L1/F2R/RGCC/VIM,5,1.78571428571429
BP,GO:0016048,detection of temperature stimulus,5/1175,28/18986,0.178571428571429,2.8854103343465,2.56429934624052,0.0269114880024894,0.226434297129181,0.199827627033869,ADORA1/CXCL12/EPHB1/GRIK2/NGFR,5,1.78571428571429
BP,GO:0060512,prostate gland morphogenesis,5/1175,28/18986,0.178571428571429,2.8854103343465,2.56429934624052,0.0269114880024894,0.226434297129181,0.199827627033869,BMP4/ESR1/FGF10/NOG/TNC,5,1.78571428571429
BP,GO:0042102,positive regulation of T cell proliferation,12/1175,104/18986,0.115384615384615,1.86441898527005,2.27037215618219,0.0270036864837413,0.226434297129181,0.199827627033869,CARD11/CCL5/CD6/CD86/HES1/HHLA2/IL15/IL23R/KITLG/LILRB2/MIR30B/RASAL3,12,1.15384615384615
BP,GO:0098659,inorganic cation import across plasma membrane,14/1175,128/18986,0.109375,1.76731382978723,2.23722816012011,0.0270395015396702,0.226434297129181,0.199827627033869,ABCC9/CACNA1A/CACNA1B/CACNA1E/CACNA1H/CACNA2D1/FXYD2/GRM6/KCNJ3/PRNP/SLC12A1/SLC8A1/SLC9C2/TRPV3,14,1.09375
BP,GO:0099587,inorganic ion import across plasma membrane,14/1175,128/18986,0.109375,1.76731382978723,2.23722816012011,0.0270395015396702,0.226434297129181,0.199827627033869,ABCC9/CACNA1A/CACNA1B/CACNA1E/CACNA1H/CACNA2D1/FXYD2/GRM6/KCNJ3/PRNP/SLC12A1/SLC8A1/SLC9C2/TRPV3,14,1.09375
BP,GO:0060840,artery development,13/1175,116/18986,0.112068965517241,1.81084372707263,2.24988483270394,0.0271627277729285,0.227083720299804,0.200400741145872,ADAMTS9/ARID2/BMP4/EGR2/FOXC1/HES1/LRP1/NDST1/NGFR/NOG/NRP1/PLXND1/PRDM1,13,1.12068965517241
BP,GO:0031295,T cell costimulation,7/1175,48/18986,0.145833333333333,2.35641843971631,2.41672552992575,0.0272465920344507,0.227083720299804,0.200400741145872,CARD11/CAV1/CD86/HHLA2/LILRB2/MAP3K8/TNFRSF14,7,1.45833333333333
BP,GO:1904894,positive regulation of receptor signaling pathway via STAT,7/1175,48/18986,0.145833333333333,2.35641843971631,2.41672552992575,0.0272465920344507,0.227083720299804,0.200400741145872,CCL5/ERBB4/F2R/HES1/IL5/IL7R/KIT,7,1.45833333333333
BP,GO:0072659,protein localization to plasma membrane,27/1175,295/18986,0.0915254237288136,1.47889505950234,2.12919372779311,0.0272953167670679,0.227129858984193,0.200441458404401,ACTN2/ANK3/ANXA13/C2CD5/CAMK2D/DPP10/EGFR/EHD2/EPB41L3/FGF13/GPR158/KCNIP3/KRT18/LRP1/MRAP2/NHERF4/PACSIN1/PIP5K1A/PRAM1/PRKCH/PRNP/RAMP3/S100A10/SKAP1/SPTBN1/TESC/WNT3A,27,0.915254237288136
BP,GO:0007519,skeletal muscle tissue development,18/1175,178/18986,0.101123595505618,1.63398517810184,2.18271925677983,0.027521598835056,0.228651008331058,0.201783868402365,ABCC9/ATF3/CAV1/EGR1/EGR2/EPHB1/HDAC9/HEYL/KRAS/MCUB/MEGF10/MSTN/MYOG/PAX5/PLEC/RYR1/TWIST1/WNT3A,18,1.01123595505618
BP,GO:0010934,macrophage cytokine production,6/1175,38/18986,0.157894736842105,2.55131019036954,2.45860543777049,0.0279652870848383,0.229573303857546,0.202597791596945,AXL/CD36/CD74/SPON2/TLR7/TWIST1,6,1.57894736842105
BP,GO:0010935,regulation of macrophage cytokine production,6/1175,38/18986,0.157894736842105,2.55131019036954,2.45860543777049,0.0279652870848383,0.229573303857546,0.202597791596945,AXL/CD36/CD74/SPON2/TLR7/TWIST1,6,1.57894736842105
BP,GO:0014808,release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,6/1175,38/18986,0.157894736842105,2.55131019036954,2.45860543777049,0.0279652870848383,0.229573303857546,0.202597791596945,CAMK2D/CCR5/HRC/RYR1/SLC8A1/TMEM38A,6,1.57894736842105
BP,GO:0032197,retrotransposition,6/1175,38/18986,0.157894736842105,2.55131019036954,2.45860543777049,0.0279652870848383,0.229573303857546,0.202597791596945,MAEL/MORC1/MOV10L1/TDRD9/TEX15/ZNF93,6,1.57894736842105
BP,GO:0034121,regulation of toll-like receptor signaling pathway,6/1175,38/18986,0.157894736842105,2.55131019036954,2.45860543777049,0.0279652870848383,0.229573303857546,0.202597791596945,BIRC3/CD36/ESR1/IRF4/S100A8/S100A9,6,1.57894736842105
BP,GO:0070229,negative regulation of lymphocyte apoptotic process,6/1175,38/18986,0.157894736842105,2.55131019036954,2.45860543777049,0.0279652870848383,0.229573303857546,0.202597791596945,BCL11B/BMP4/CCL5/CD74/IL7R/IRS2,6,1.57894736842105
BP,GO:0051090,regulation of DNA-binding transcription factor activity,32/1175,363/18986,0.0881542699724518,1.42442295293359,2.09704348268993,0.0279879251462496,0.229573303857546,0.202597791596945,ADGRG3/ADORA3/ANXA4/ARID5B/BEX1/CARD11/CLU/ESR1/HES1/HEYL/IL5/KIT/MID2/NLRP12/NODAL/NR0B2/NWD1/POU4F1/POU4F2/PRKCH/PRNP/RGCC/S100A12/S100A8/S100A9/TMIGD3/TNFRSF11A/TRAF5/TRIB1/TRIM22/WNT3A/ZIC2,32,0.881542699724518
BP,GO:0046530,photoreceptor cell differentiation,9/1175,70/18986,0.128571428571429,2.07749544072948,2.31968968192466,0.0281104074774475,0.229573303857546,0.202597791596945,CDHR1/DLX2/DZANK1/NTRK2/OLFM3/PRDM1/SAMD11/SDK2/USH1C,9,1.28571428571429
BP,GO:2000401,regulation of lymphocyte migration,9/1175,70/18986,0.128571428571429,2.07749544072948,2.31968968192466,0.0281104074774475,0.229573303857546,0.202597791596945,CCL2/CCL20/CCL5/CD200R1/CXCL10/CXCL12/MADCAM1/RIPOR2/TNFRSF14,9,1.28571428571429
BP,GO:0051701,biological process involved in interaction with host,20/1175,204/18986,0.0980392156862745,1.58414685022945,2.15449895167975,0.0281545582444952,0.229573303857546,0.202597791596945,AXL/CAV1/CCR5/CD74/CD86/CIITA/CLEC5A/CR1/CR2/CXCL8/EGFR/HLA-DRB1/IFIT1/ITGB7/MID2/MIR30C1/NRP1/SIGLEC1/TNFRSF14/TRIM22,20,0.980392156862745
BP,GO:0048008,platelet-derived growth factor receptor signaling pathway,8/1175,59/18986,0.135593220338983,2.19095564370718,2.3532105337903,0.0281564519848102,0.229573303857546,0.202597791596945,ARID5B/F3/HIP1/LRP1/NDRG4/NRP1/PDGFD/PTGIR,8,1.35593220338983
BP,GO:0090497,mesenchymal cell migration,8/1175,59/18986,0.135593220338983,2.19095564370718,2.3532105337903,0.0281564519848102,0.229573303857546,0.202597791596945,BMP4/EDNRB/ERBB4/ISL1/KITLG/NRP1/SEMA5B/TWIST1,8,1.35593220338983
BP,GO:0014033,neural crest cell differentiation,11/1175,93/18986,0.118279569892473,1.91119652253489,2.26247165984592,0.0284059270108864,0.231248870201628,0.204076474158381,BMP4/EDNRB/ERBB4/FOXC1/GSC/HES1/ISL1/KITLG/NRP1/SEMA5B/TWIST1,11,1.18279569892473
BP,GO:0051209,release of sequestered calcium ion into cytosol,14/1175,129/18986,0.108527131782946,1.75361372257958,2.20590819838365,0.0286719666119336,0.233053898627757,0.205669406641203,CAMK2D/CCR5/CXCL10/F2R/GP9/HRC/ITPR2/JPH2/PLCB4/PLCH1/RYR1/SLC8A1/TMEM38A/TRPC1,14,1.08527131782946
BP,GO:0043549,regulation of kinase activity,39/1175,460/18986,0.0847826086956522,1.36994264569843,2.06301585816221,0.028787998280017,0.233635930485508,0.206183048110128,C5AR1/CARD10/CAV1/CCN1/CCND1/CCND2/CD74/CRIPTO/EGFR/FLT1/FLT3/HEXIM2/HLA-DRB1/HRAS/IRGM/IRS2/LDB2/MAGED1/MSTN/MT3/PKIA/PRKCH/PRNP/PSRC1/PTK2/PTPRO/RGCC/RGS2/S100A12/SLAMF8/SLC8A1/SPRED1/THBS1/TNFRSF11A/TRIB1/TRIB2/VEGFC/WWTR1/ZFYVE28,39,0.847826086956522
BP,GO:0001936,regulation of endothelial cell proliferation,18/1175,179/18986,0.100558659217877,1.62485676928563,2.15738330931972,0.0288991928641484,0.234176972684987,0.206660516321516,BMP4/CAV1/CCL2/CCL24/CXCL12/EGR3/F3/FGF10/FLT1/FUT1/MIR30B/MIR30E/NGFR/NRP1/RGCC/THBS1/TIE1/TNFSF12,18,1.00558659217877
BP,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,19/1175,192/18986,0.0989583333333333,1.59899822695035,2.14262724110726,0.0292498809265938,0.236290512738797,0.208525709443532,AXL/CCL5/EGFR/ERBB4/F2R/FLT1/FLT3/GDF15/HGF/HIP1/IRS2/KIT/MUSK/NTRK2/PDGFD/PTK2/RAMP3/RASD2/THBS1,19,0.989583333333333
BP,GO:0060538,skeletal muscle organ development,19/1175,192/18986,0.0989583333333333,1.59899822695035,2.14262724110726,0.0292498809265938,0.236290512738797,0.208525709443532,ABCC9/ATF3/CAV1/DES/EGR1/EGR2/EPHB1/HDAC9/HEYL/KRAS/MCUB/MEGF10/MSTN/MYOG/PAX5/PLEC/RYR1/TWIST1/WNT3A,19,0.989583333333333
BP,GO:2000116,regulation of cysteine-type endopeptidase activity,17/1175,167/18986,0.101796407185629,1.64485666963944,2.14982566216139,0.0298464979617542,0.240740387700714,0.212452711516588,BIRC3/CTSD/EPHA7/F2R/F3/HIP1/LAMP3/MMP9/NGFR/NLRP12/NODAL/PLAUR/PTGS2/S100A8/S100A9/ST18/THBS1,17,1.01796407185629
BP,GO:0014037,Schwann cell differentiation,7/1175,49/18986,0.142857142857143,2.3083282674772,2.35526217478206,0.0301504015039611,0.241340885097917,0.212982648771873,ADGRG6/EGR2/HRAS/LAMB2/NDRG1/NTRK2/PLEC,7,1.42857142857143
BP,GO:0031294,lymphocyte costimulation,7/1175,49/18986,0.142857142857143,2.3083282674772,2.35526217478206,0.0301504015039611,0.241340885097917,0.212982648771873,CARD11/CAV1/CD86/HHLA2/LILRB2/MAP3K8/TNFRSF14,7,1.42857142857143
BP,GO:0035272,exocrine system development,7/1175,49/18986,0.142857142857143,2.3083282674772,2.35526217478206,0.0301504015039611,0.241340885097917,0.212982648771873,EGFR/FGF10/FOXC1/HGF/IGSF3/NRP1/PLXND1,7,1.42857142857143
BP,GO:0035850,epithelial cell differentiation involved in kidney development,7/1175,49/18986,0.142857142857143,2.3083282674772,2.35526217478206,0.0301504015039611,0.241340885097917,0.212982648771873,EDNRB/KLF15/LAMB2/MAGI2/MMP9/PTPRO/WWTR1,7,1.42857142857143
BP,GO:0050432,catecholamine secretion,7/1175,49/18986,0.142857142857143,2.3083282674772,2.35526217478206,0.0301504015039611,0.241340885097917,0.212982648771873,ADORA3/CHRNA6/CXCL12/FGF20/KCNA2/STX1A/SYT11,7,1.42857142857143
BP,GO:0002761,regulation of myeloid leukocyte differentiation,14/1175,130/18986,0.107692307692308,1.74012438625205,2.17486191178987,0.0303756077858513,0.242405646958713,0.213922298103695,CD101/CD74/DCSTAMP/HLA-DRB1/IL23R/IL5/KITLG/LEF1/MAFB/POU4F1/POU4F2/TESC/TNFRSF11A/TRIB1,14,1.07692307692308
BP,GO:0051283,negative regulation of sequestering of calcium ion,14/1175,130/18986,0.107692307692308,1.74012438625205,2.17486191178987,0.0303756077858513,0.242405646958713,0.213922298103695,CAMK2D/CCR5/CXCL10/F2R/GP9/HRC/ITPR2/JPH2/PLCB4/PLCH1/RYR1/SLC8A1/TMEM38A/TRPC1,14,1.07692307692308
BP,GO:0003208,cardiac ventricle morphogenesis,9/1175,71/18986,0.126760563380282,2.04823494156428,2.27281829210884,0.0304907521493733,0.242643663182061,0.214132346747872,CPE/FOXC1/HEYL/ISL1/MESP1/NOG/POU4F1/TGFBR3/TNNC1,9,1.26760563380282
BP,GO:0008544,epidermis development,34/1175,393/18986,0.0865139949109415,1.39791889989714,2.04736931508786,0.0305535911540165,0.242643663182061,0.214132346747872,ALX4/APCDD1/BCL11B/BMP4/CCN2/COL7A1/EGFR/ESRP1/FERMT1/FGF10/FGF20/FLG/FOXC1/FOXE1/GRXCR2/HES1/HLA-DRB1/LAMB3/LDB2/LRP4/MAFB/MANSC4/MCOLN3/MET/NGFR/PIP5K1A/PLEC/PRKCH/SPINT1/STRC/TGM5/USH1C/YBX1/ZMPSTE24,34,0.865139949109415
BP,GO:0019882,antigen processing and presentation,13/1175,118/18986,0.110169491525424,1.78015146051208,2.18341896359712,0.0307061180124684,0.242643663182061,0.214132346747872,CD1C/CD74/CD8A/CTSD/FCER2/HLA-DQB1/HLA-DRB1/HLA-DRB5/LILRB2/MICA/RAB3B/RAB3C/THBS1,13,1.10169491525424
BP,GO:0006885,regulation of pH,12/1175,106/18986,0.113207547169811,1.82924126856684,2.19893771038651,0.0307609868102102,0.242643663182061,0.214132346747872,DMXL2/EDNRB/HVCN1/PDK4/RAB38/SLAMF8/SLC26A4/SLC4A3/SLC4A4/SLC4A8/SLC4A9/SLC9C2,12,1.13207547169811
BP,GO:0048705,skeletal system morphogenesis,22/1175,232/18986,0.0948275862068965,1.53225238444607,2.09505165147825,0.0307830358798775,0.242643663182061,0.214132346747872,ALX1/ALX4/ARID5B/BMP4/CCN2/COL13A1/DLX2/FOXC1/GSC/HOXB7/MSX1/NDST1/NODAL/NOG/OSR2/PAX5/PHOSPHO1/SOX5/SPEF2/TWIST1/UNCX/ZMPSTE24,22,0.948275862068966
BP,GO:0048168,regulation of neuronal synaptic plasticity,8/1175,60/18986,0.133333333333333,2.15443971631206,2.3003692255642,0.0307917272963656,0.242643663182061,0.214132346747872,CAMK2D/EGR2/GRIK2/HRAS/KIT/KRAS/NOG/RASGRF1,8,1.33333333333333
BP,GO:0006910,phagocytosis, recognition,5/1175,29/18986,0.172413793103448,2.78591342626559,2.47203535868687,0.0309129595611296,0.242643663182061,0.214132346747872,C4BPA/CD36/MEGF10/PEAR1/SPON2,5,1.72413793103448
BP,GO:0008299,isoprenoid biosynthetic process,5/1175,29/18986,0.172413793103448,2.78591342626559,2.47203535868687,0.0309129595611296,0.242643663182061,0.214132346747872,ALDH1A3/BCO1/IDI2/RBP1/RPE65,5,1.72413793103448
BP,GO:0045742,positive regulation of epidermal growth factor receptor signaling pathway,5/1175,29/18986,0.172413793103448,2.78591342626559,2.47203535868687,0.0309129595611296,0.242643663182061,0.214132346747872,FAM83B/HIP1/MMP9/PDE6H/PLAUR,5,1.72413793103448
BP,GO:0060384,innervation,5/1175,29/18986,0.172413793103448,2.78591342626559,2.47203535868687,0.0309129595611296,0.242643663182061,0.214132346747872,ARK2C/ISL1/NPTX1/NRP1/POU4F1,5,1.72413793103448
BP,GO:0060402,calcium ion transport into cytosol,5/1175,29/18986,0.172413793103448,2.78591342626559,2.47203535868687,0.0309129595611296,0.242643663182061,0.214132346747872,CACNA2D1/CAV1/JPH2/P2RX5/SLC8A1,5,1.72413793103448
BP,GO:0050807,regulation of synapse organization,28/1175,312/18986,0.0897435897435897,1.45010365521004,2.05897579795196,0.0311386270699895,0.24405072989728,0.215374079145947,AMIGO1/AMIGO2/CAMKV/CAPRIN2/CDKL5/CUX2/EFNA5/EPHA7/EPHB1/FLRT2/GPR158/GPRASP3/HTR4/LILRB2/LIN7A/LRP4/LRRTM3/LZTS3/MIR30B/MUSK/NFATC4/NTNG2/NTRK2/PLPPR4/PPFIA2/PRNP/PTPRO/WNT3A,28,0.897435897435897
BP,GO:0002446,neutrophil mediated immunity,6/1175,39/18986,0.153846153846154,2.48589198036007,2.38577452490071,0.0313789091293099,0.244114915844735,0.215430723063107,CTSG/CXCL6/ITGAM/ITGB2/PRAM1/TREM1,6,1.53846153846154
BP,GO:0007340,acrosome reaction,6/1175,39/18986,0.153846153846154,2.48589198036007,2.38577452490071,0.0313789091293099,0.244114915844735,0.215430723063107,CACNA1H/GLRA1/HVCN1/RIMS1/ROPN1B/SYT6,6,1.53846153846154
BP,GO:0032438,melanosome organization,6/1175,39/18986,0.153846153846154,2.48589198036007,2.38577452490071,0.0313789091293099,0.244114915844735,0.215430723063107,AP1S2/AP1S3/BACE2/RAB38/SHROOM2/TYRP1,6,1.53846153846154
BP,GO:0060323,head morphogenesis,6/1175,39/18986,0.153846153846154,2.48589198036007,2.38577452490071,0.0313789091293099,0.244114915844735,0.215430723063107,ARID5B/CRISPLD2/LEF1/MSX1/NOG/PAX9,6,1.53846153846154
BP,GO:0060392,negative regulation of SMAD protein signal transduction,6/1175,39/18986,0.153846153846154,2.48589198036007,2.38577452490071,0.0313789091293099,0.244114915844735,0.215430723063107,CCN3/GDF15/LRP1/NOG/PMEPA1/TGFBR3,6,1.53846153846154
BP,GO:0030178,negative regulation of Wnt signaling pathway,18/1175,181/18986,0.0994475138121547,1.60690255084048,2.10718013603106,0.0318081542566873,0.245735535288429,0.216860915140297,APCDD1/BARX1/CAV1/EGR1/FERMT1/GSC/HECW1/ISL1/LRP1/LRP4/MESP1/NFATC4/NOG/PTPRO/RBMS3/SFRP5/TMEM196/WWTR1,18,0.994475138121547
BP,GO:1903034,regulation of response to wounding,18/1175,181/18986,0.0994475138121547,1.60690255084048,2.10718013603106,0.0318081542566873,0.245735535288429,0.216860915140297,ANO6/CASK/CAV1/CD36/CD9/F12/F2R/F3/FERMT1/HRAS/KNG1/NEO1/PLAUR/PTK2/SERPINC1/SERPING1/TFPI/THBS1,18,0.994475138121547
BP,GO:0032634,interleukin-5 production,4/1175,20/18986,0.2,3.23165957446809,2.5646916236438,0.0319143127214293,0.245735535288429,0.216860915140297,IL17RA/IL5RA/LEF1/SCGB1A1,4,2
BP,GO:0032674,regulation of interleukin-5 production,4/1175,20/18986,0.2,3.23165957446809,2.5646916236438,0.0319143127214293,0.245735535288429,0.216860915140297,IL17RA/IL5RA/LEF1/SCGB1A1,4,2
BP,GO:0033033,negative regulation of myeloid cell apoptotic process,4/1175,20/18986,0.2,3.23165957446809,2.5646916236438,0.0319143127214293,0.245735535288429,0.216860915140297,CCL5/CCR5/CLEC5A/KITLG,4,2
BP,GO:0051546,keratinocyte migration,4/1175,20/18986,0.2,3.23165957446809,2.5646916236438,0.0319143127214293,0.245735535288429,0.216860915140297,FERMT1/FGF10/LTB4R2/MMP9,4,2
BP,GO:1902001,fatty acid transmembrane transport,4/1175,20/18986,0.2,3.23165957446809,2.5646916236438,0.0319143127214293,0.245735535288429,0.216860915140297,ACSL1/CD36/IRS2/THBS1,4,2
BP,GO:1905475,regulation of protein localization to membrane,19/1175,194/18986,0.0979381443298969,1.58251370914674,2.09459757310299,0.0320741050106545,0.246604851244199,0.217628084013506,ANK3/ANXA13/C2CD5/CAMK2D/DPP10/EGFR/GPC5/HRAS/ITGAM/ITGB2/LRP1/LRP4/MRAP2/PRKCH/PRNP/RAMP3/SPTBN1/TCAF2/WNT3A,19,0.979381443298969
BP,GO:0055007,cardiac muscle cell differentiation,14/1175,131/18986,0.106870229007634,1.72684099399058,2.14408439174564,0.0321519908158606,0.24680992667718,0.217809062503315,ACTN2/ALPK3/BMP4/ISL1/MEIS1/MESP1/MYLK3/NEBL/PLEC/RGS2/SLC8A1/SYNE1/WNT3A/ZMPSTE24,14,1.06870229007634
BP,GO:2000241,regulation of reproductive process,20/1175,207/18986,0.0966183574879227,1.56118820022613,2.0851512117398,0.0321946396083942,0.24680992667718,0.217809062503315,BMP4/CACNA1H/DEFB1/EDNRB/ESR1/GLRA1/HORMAD1/HVCN1/INTS13/IRGC/KIT/LFNG/MAEL/MSX1/NODAL/OVGP1/SEMG1/STRA8/SYDE1/UNC5C,20,0.966183574879227
BP,GO:0007589,body fluid secretion,11/1175,95/18986,0.115789473684211,1.870960806271,2.185813091738,0.0325804601865972,0.249404134092161,0.220098443212605,ADORA1/CAV1/CCND1/CELSR2/EGFR/ERBB4/FGF10/HK2/HTR4/SLC4A9/SOCS2,11,1.15789473684211
BP,GO:0046545,development of primary female sexual characteristics,12/1175,107/18986,0.11214953271028,1.8121455557765,2.16379618092297,0.0327743474507317,0.250523682039823,0.221086441111194,A2M/ADAMTS1/ARID5B/DACH1/DACH2/ESR1/FOXC1/KIT/KITLG/LFNG/PGR/PTPRN,12,1.1214953271028
BP,GO:0022602,ovulation cycle process,7/1175,50/18986,0.14,2.26216170212766,2.29528152037386,0.0332553010211152,0.251520168821233,0.221965837878487,A2M/ADAMTS1/ESR1/MAP2K6/MSTN/PGR/PTPRN,7,1.4
BP,GO:0030195,negative regulation of blood coagulation,7/1175,50/18986,0.14,2.26216170212766,2.29528152037386,0.0332553010211152,0.251520168821233,0.221965837878487,CD9/F12/KNG1/PLAUR/SERPING1/TFPI/THBS1,7,1.4
BP,GO:0045747,positive regulation of Notch signaling pathway,7/1175,50/18986,0.14,2.26216170212766,2.29528152037386,0.0332553010211152,0.251520168821233,0.221965837878487,CCN3/FGF10/HES1/KIT/LFNG/MESP1/MFNG,7,1.4
BP,GO:0061082,myeloid leukocyte cytokine production,7/1175,50/18986,0.14,2.26216170212766,2.29528152037386,0.0332553010211152,0.251520168821233,0.221965837878487,AXL/CD36/CD74/KIT/SPON2/TLR7/TWIST1,7,1.4
BP,GO:2000404,regulation of T cell migration,7/1175,50/18986,0.14,2.26216170212766,2.29528152037386,0.0332553010211152,0.251520168821233,0.221965837878487,CCL20/CCL5/CD200R1/CXCL10/CXCL12/RIPOR2/TNFRSF14,7,1.4
BP,GO:0001704,formation of primary germ layer,14/1175,132/18986,0.106060606060606,1.71375886524823,2.11357085631132,0.0340026454974949,0.251520168821233,0.221965837878487,BMP4/COL5A1/COL7A1/FOXC1/GPI/ITGB2/LAMB3/LEF1/MESP1/MMP15/MMP9/NODAL/NOG/WNT3A,14,1.06060606060606
