ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,richFactor
BP,GO:0050918,positive chemotaxis,15/1175,72/18986,0.208333333333333,3.36631205673759,5.16685952946747,2.80688920830903e-05,0.00343289077825516,0.00302951640622632,ARTN/BMP4/CCL5/CCR4/CXCL10/CXCL12/CXCL8/F3/FGF10/FPR2/HGF/IL16/MET/NRP1/VEGFC,15,2.08333333333333
BP,GO:2000027,regulation of animal organ morphogenesis,15/1175,81/18986,0.185185185185185,2.99227738376675,4.61513124193765,0.000117252207198358,0.00893665735733569,0.00788657485183156,APCDD1/BMP4/DMRT3/FGF10/HGF/HOXB7/MAGED1/MESP1/MSX1/NGFR/NOG/PAX9/RSPO2/SPRY1/WNT3A,15,1.85185185185185
BP,GO:0002690,positive regulation of leukocyte chemotaxis,15/1175,95/18986,0.157894736842105,2.55131019036954,3.89325684811729,0.000706548290430046,0.0288284480316668,0.0254410238831915,ANO6/C3AR1/C5AR1/CCL5/CD74/CXCL10/CXCL12/CXCL8/DNM1L/FPR2/MSTN/PTK2/RIPOR2/THBS1/VEGFC,15,1.57894736842105
BP,GO:0051099,positive regulation of binding,15/1175,107/18986,0.14018691588785,2.26518194472062,3.3708192339263,0.00241793590335625,0.0579464583277535,0.0511375856460734,BMP4/DDX11/FOXC1/HES1/KDM4D/LRP1/MET/MMP9/NIBAN2/PLAUR/POU4F1/POU4F2/PYHIN1/RIPOR2/TWIST1,15,1.4018691588785
BP,GO:0072676,lymphocyte migration,15/1175,110/18986,0.136363636363636,2.20340425531915,3.2511198769256,0.0031734178817998,0.0704177410986716,0.06214345743218,ARTN/CCL2/CCL20/CCL5/CD200R1/CD99/CXCL10/CXCL12/CXCL16/DEFA4/ITGB7/MADCAM1/PLEC/RIPOR2/TNFRSF14,15,1.36363636363636
BP,GO:0014812,muscle cell migration,15/1175,114/18986,0.131578947368421,2.12609182530795,3.09740039741436,0.00447230940687671,0.087434480188716,0.0771606815688492,ADAMTS1/BMP4/CCL5/CCN3/IGFBP3/LPAR1/LRP1/MEGF10/MSTN/NDRG4/NRP1/PARVA/PDGFD/PLEKHO1/TRIB1,15,1.31578947368421
BP,GO:0007265,Ras protein signal transduction,15/1175,121/18986,0.12396694214876,2.00309477756286,2.84306200843698,0.0077640977437594,0.119664356832175,0.105603456585314,FGF10/HRAS/KITLG/KRAS/KSR2/RALGPS2/RASA4/RASAL3/RASGEF1B/RASGRF1/RASGRP3/RGL3/SPRY1/SYDE1/SYDE2,15,1.2396694214876
BP,GO:0031644,regulation of nervous system process,15/1175,124/18986,0.120967741935484,1.95463280713795,2.73926097213662,0.00966486098421444,0.133756589252589,0.118039811854298,ADORA1/CCN3/CST7/CUX2/EGR2/F2R/GLRA1/GPR35/GRIK2/GRM1/MGLL/MIR30B/RIMS1/STX1A/SYNE1,15,1.20967741935484
BP,GO:0030278,regulation of ossification,15/1175,125/18986,0.12,1.93899574468085,2.70530574838673,0.0103741986574016,0.137425467857115,0.121277586850016,ANO6/BMP4/CCN1/CCN3/EGR2/KREMEN2/LRP4/OSR2/PHOSPHO1/PTGER4/SGMS2/SLC8A1/TWIST1/ZBTB16/ZMPSTE24,15,1.2
BP,GO:0003231,cardiac ventricle development,15/1175,128/18986,0.1171875,1.89355053191489,2.60529177878186,0.0127502433592474,0.156301934326998,0.137936015141508,BMP4/CCN1/CPE/FOXC1/HES1/HEYL/ISL1/MESP1/NOG/POU4F1/PRDM1/PTK7/TGFBR3/TNNC1/ZMPSTE24,15,1.171875
BP,GO:0050830,defense response to Gram-positive bacterium,15/1175,130/18986,0.115384615384615,1.86441898527005,2.54010266627218,0.0145560825994734,0.16784326229081,0.148121204439543,C5AR1/CD36/CTSG/DEFA4/DEFB1/GBP7/GSDMD/H2BC10/H2BC4/IL7R/LYZ/RNASE1/RNASE3/RNASE6/TNFRSF14,15,1.15384615384615
BP,GO:0010977,negative regulation of neuron projection development,15/1175,132/18986,0.113636363636364,1.83617021276596,2.47605329848077,0.016553615642086,0.182213901546784,0.160803252953788,ADCY6/EPHA7/FGF13/HES1/LPAR1/LRP4/MCF2/MT3/NEO1/NR2F1/NRP1/PTPRO/SPOCK1/VIM/WNT3A,15,1.13636363636364
BP,GO:0048593,camera-type eye morphogenesis,15/1175,136/18986,0.110294117647059,1.78216520650814,2.35121504591777,0.0211727723956129,0.206018416635966,0.181810670219068,ADAMTS9/ALDH1A3/BMP4/EPHB1/HIPK1/MEIS1/NTRK2/PRDM1/SAMD11/SDK2/SHROOM2/SOX1/TWIST1/USH1C/VSX1,15,1.10294117647059
BP,GO:0051592,response to calcium ion,15/1175,137/18986,0.109489051094891,1.76915670135114,2.32065743614765,0.0224664637848758,0.208747584884561,0.184219153482457,ABCC9/ALOX15/ALOX5AP/CAMK2D/CAV1/CPNE5/CPNE8/EGFR/FOSB/KCNMB4/KCNQ3/RASA4/RYR1/THBS1/TRPC1,15,1.09489051094891
BP,GO:0008360,regulation of cell shape,15/1175,140/18986,0.107142857142857,1.7312462006079,2.23047895151401,0.0267048773460334,0.226434297129181,0.199827627033869,CCL13/CCL2/CCL24/EPB41L3/FBLIM1/FGD5/ITGB2/KIT/LPAR1/PALMD/PARVA/PLEKHO1/PLXND1/PTK2/ZMPSTE24,15,1.07142857142857
BP,GO:0030048,actin filament-based movement,15/1175,140/18986,0.107142857142857,1.7312462006079,2.23047895151401,0.0267048773460334,0.226434297129181,0.199827627033869,ABCC9/ADORA1/CACNA2D1/CAMK2D/CAV1/CTNNA3/DSG2/FGF13/FNBP1L/KCND3/KCNJ3/MYO7B/PARVA/SYNE2/TNNC1,15,1.07142857142857
BP,GO:0035107,appendage morphogenesis,15/1175,151/18986,0.0993377483443709,1.60512892771594,1.91749243019637,0.0473713031253182,0.29661650601168,0.261763227951181,ALX4/ARK2C/BMP4/FGF10/LEF1/LRP4/MAP3K20/MSX1/NOG/OSR2/RSPO2/SP9/TWIST1/ZBTB16/ZNF358,15,0.993377483443709
BP,GO:0035108,limb morphogenesis,15/1175,151/18986,0.0993377483443709,1.60512892771594,1.91749243019637,0.0473713031253182,0.29661650601168,0.261763227951181,ALX4/ARK2C/BMP4/FGF10/LEF1/LRP4/MAP3K20/MSX1/NOG/OSR2/RSPO2/SP9/TWIST1/ZBTB16/ZNF358,15,0.993377483443709
BP,GO:0002548,monocyte chemotaxis,14/1175,54/18986,0.259259259259259,4.18918833727344,6.02780065644879,3.51108053501468e-06,0.00074777078487995,0.000659905603533931,ANO6/CCL2/CCL23/CCL5/CCN3/CTSG/CXCL10/CXCL12/FLT1/FPR2/PTPRO/S100A12/SLAMF8/TNFRSF11A,14,2.59259259259259
BP,GO:0000768,syncytium formation by plasma membrane fusion,14/1175,62/18986,0.225806451612903,3.64864790665752,5.36529600650274,1.97631722207991e-05,0.0026649877617739,0.00235184416522275,ADAM12/ADAMTS15/CACNA1H/CD53/CD9/CXCL10/DCSTAMP/EHD2/GDF15/MYOG/NEO1/PLEKHO1/PTGFRN/RIPOR2,14,2.25806451612903
BP,GO:0140253,cell-cell fusion,14/1175,62/18986,0.225806451612903,3.64864790665752,5.36529600650274,1.97631722207991e-05,0.0026649877617739,0.00235184416522275,ADAM12/ADAMTS15/CACNA1H/CD53/CD9/CXCL10/DCSTAMP/EHD2/GDF15/MYOG/NEO1/PLEKHO1/PTGFRN/RIPOR2,14,2.25806451612903
BP,GO:0006949,syncytium formation,14/1175,66/18986,0.212121212121212,3.42751773049645,5.07404009418368,4.17205835454516e-05,0.00447772548705164,0.0039515800827475,ADAM12/ADAMTS15/CACNA1H/CD53/CD9/CXCL10/DCSTAMP/EHD2/GDF15/MYOG/NEO1/PLEKHO1/PTGFRN/RIPOR2,14,2.12121212121212
BP,GO:0070509,calcium ion import,14/1175,84/18986,0.166666666666667,2.69304964539007,3.99425271412786,0.000604774973885026,0.0258578177858647,0.0228194510899365,CACNA1A/CACNA1B/CACNA1E/CACNA1H/CACNA2D1/CASK/CCL2/CXCL12/GRM6/HES1/PRNP/SEMG1/SLC8A1/TRPV3,14,1.66666666666667
BP,GO:0007422,peripheral nervous system development,14/1175,87/18986,0.160919540229885,2.60018586451455,3.84229517743279,0.000867319887256389,0.0316752450491761,0.0279533142025835,ADGRB2/ADGRG6/ARTN/EDNRB/EGR2/EGR3/HRAS/ISL1/LAMB2/NDRG1/NEUROG3/NTRK2/PLEC/POU4F1,14,1.60919540229885
BP,GO:0071677,positive regulation of mononuclear cell migration,14/1175,94/18986,0.148936170212766,2.40655500226347,3.51125006423862,0.00187003231815099,0.049419597794754,0.0436126553331273,ANO6/C3AR1/C5AR1/CCL20/CCL5/CXCL10/CXCL12/FPR2/MADCAM1/MSTN/PDGFD/PTK2/THBS1/TNFRSF14,14,1.48936170212766
BP,GO:0015837,amine transport,14/1175,96/18986,0.145833333333333,2.35641843971631,3.42210558383345,0.00228978713431984,0.0570710452103699,0.0503650360449797,ADORA1/ADORA3/CHRNA6/CXCL12/FGF20/KCNA2/RAB3B/RGS2/SLC38A1/SLC38A2/SLC44A2/STX1A/SV2A/SYT11,14,1.45833333333333
BP,GO:0034109,homotypic cell-cell adhesion,14/1175,101/18986,0.138613861386139,2.23976406151253,3.20864239424186,0.00368793891670318,0.0782051240441211,0.0690158008647891,ANK3/CCL5/CD9/CD99/CTNNA3/CTSG/DSG2/FGL1/MEGF10/MYL9/PEAR1/PLAUR/WNT3A/ZNF703,14,1.38613861386139
BP,GO:0001823,mesonephros development,14/1175,105/18986,0.133333333333333,2.15443971631206,3.04672667565244,0.00525007279730256,0.0970849393423709,0.0856771844878481,BMP4/FGF10/FOXC1/FOXD1/HES1/HOXB7/HS3ST3A1/MAGED1/NOG/OSR2/SIM1/SPRY1/TMEM59L/ZBTB16,14,1.33333333333333
BP,GO:0010951,negative regulation of endopeptidase activity,14/1175,109/18986,0.128440366972477,2.075377708374,2.89193064223196,0.00730566743807746,0.119318338685868,0.105298096549472,ANXA8/CR1/LAMP3/MIR339/MMP9/PLAUR/PTGS2/SERPINB1/SERPINB10/SERPING1/SPOCK1/SPOCK2/THBS1/TIMP3,14,1.28440366972477
BP,GO:0060079,excitatory postsynaptic potential,14/1175,109/18986,0.128440366972477,2.075377708374,2.89193064223196,0.00730566743807746,0.119318338685868,0.105298096549472,ADORA1/CHRNA10/CHRNA6/CUX2/GLRA1/GRIK2/MAPK8IP2/MET/MIR30B/NPFF/P2RX5/RIMS1/STX1A/SYNE1,14,1.28440366972477
BP,GO:0001708,cell fate specification,14/1175,110/18986,0.127272727272727,2.05651063829787,2.85427172221742,0.00790828716503461,0.119664356832175,0.105603456585314,DMRT3/ESRP1/GSC/ISL1/LHX3/MESP1/NODAL/NRP1/OLIG2/POU4F1/SOX1/TBR1/TLX3/WNT3A,14,1.27272727272727
BP,GO:0035249,synaptic transmission, glutamatergic,14/1175,111/18986,0.126126126126126,2.03798351543032,2.81701103247893,0.0085496377323481,0.124731669328753,0.110075345537068,ABTB3/ADORA1/CACNG5/CCL2/EGFR/GRIK2/GRM1/GRM4/GRM6/MAPK8IP2/PLPPR4/PTGS2/SLC38A2/TSHZ3,14,1.26126126126126
BP,GO:1905954,positive regulation of lipid localization,14/1175,113/18986,0.123893805309735,2.00191301073244,2.74365089426426,0.0099552070426133,0.133973769536327,0.118231472840677,ABCA13/ACSL1/ANXA2P2/C3/CAV1/CD36/CYP4A11/DENND5B/ECRG4/LIPG/LRP1/MAP2K6/PLIN5/TNFRSF11A,14,1.23893805309735
BP,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,14/1175,118/18986,0.11864406779661,1.91708618824378,2.56665977828219,0.0142655907213873,0.166717203563946,0.147127460796717,CD36/CRIPTO/EFNA5/ERBB4/FGF10/FLT3/HES1/IL15/IL5/KIT/KITLG/LRP4/NRP1/PRNP,14,1.1864406779661
BP,GO:0099565,chemical synaptic transmission, postsynaptic,14/1175,119/18986,0.117647058823529,1.90097622027534,2.53230181848004,0.0152780929851268,0.172419508602536,0.152159728871525,ADORA1/CHRNA10/CHRNA6/CUX2/GLRA1/GRIK2/MAPK8IP2/MET/MIR30B/NPFF/P2RX5/RIMS1/STX1A/SYNE1,14,1.17647058823529
BP,GO:0015908,fatty acid transport,14/1175,120/18986,0.116666666666667,1.88513475177305,2.49827465661162,0.0163448234772863,0.180963003509576,0.159699338972532,ACSL1/BDKRB2/CD36/CYP4A11/IRS2/MAP2K6/PLA2G2C/PLA2G2D/PLA2G2F/PTGS2/RBP1/SLC22A7/THBS1/TNFRSF11A,14,1.16666666666667
BP,GO:0032355,response to estradiol,14/1175,120/18986,0.116666666666667,1.88513475177305,2.49827465661162,0.0163448234772863,0.180963003509576,0.159699338972532,EGFR/ESR1/FGF10/GPI/ITGAM/MMP15/MYOG/POU4F1/POU4F2/PTGFR/PTGS2/RAMP3/SOCS2/ZNF703,14,1.16666666666667
BP,GO:0051928,positive regulation of calcium ion transport,14/1175,120/18986,0.116666666666667,1.88513475177305,2.49827465661162,0.0163448234772863,0.180963003509576,0.159699338972532,CASK/CAV1/CCL2/CCL5/CXCL10/CXCL12/F2R/GRM6/JPH2/MCHR1/P2RX5/TRPC1/TRPC6/TRPV3,14,1.16666666666667
BP,GO:0046660,female sex differentiation,14/1175,122/18986,0.114754098360656,1.85423090338333,2.43118709872557,0.0186479767981966,0.194969602349336,0.172060122848695,A2M/ADAMTS1/ARID5B/AXL/DACH1/DACH2/ESR1/FGF10/FOXC1/KIT/KITLG/LFNG/PGR/PTPRN,14,1.14754098360656
BP,GO:0010811,positive regulation of cell-substrate adhesion,14/1175,126/18986,0.111111111111111,1.79536643026005,2.30070940326972,0.023981675348089,0.217073374622375,0.191566639387126,ALOX15/CCN1/CD36/CEACAM6/COL26A1/FBLN2/FERMT1/FUT1/HACD1/NRP1/S100A10/SKAP1/SPOCK2/VIT,14,1.11111111111111
BP,GO:0022612,gland morphogenesis,14/1175,127/18986,0.110236220472441,1.78122968671469,2.26882683664903,0.0254766139261866,0.225938469878272,0.199390060886761,BMP4/CAV1/EGFR/ESR1/FGF10/FGL1/HGF/NOG/NRG3/NRP1/PGR/PLXND1/TNC/WNT3A,14,1.10236220472441
BP,GO:0098659,inorganic cation import across plasma membrane,14/1175,128/18986,0.109375,1.76731382978723,2.23722816012011,0.0270395015396702,0.226434297129181,0.199827627033869,ABCC9/CACNA1A/CACNA1B/CACNA1E/CACNA1H/CACNA2D1/FXYD2/GRM6/KCNJ3/PRNP/SLC12A1/SLC8A1/SLC9C2/TRPV3,14,1.09375
BP,GO:0099587,inorganic ion import across plasma membrane,14/1175,128/18986,0.109375,1.76731382978723,2.23722816012011,0.0270395015396702,0.226434297129181,0.199827627033869,ABCC9/CACNA1A/CACNA1B/CACNA1E/CACNA1H/CACNA2D1/FXYD2/GRM6/KCNJ3/PRNP/SLC12A1/SLC8A1/SLC9C2/TRPV3,14,1.09375
BP,GO:0051209,release of sequestered calcium ion into cytosol,14/1175,129/18986,0.108527131782946,1.75361372257958,2.20590819838365,0.0286719666119336,0.233053898627757,0.205669406641203,CAMK2D/CCR5/CXCL10/F2R/GP9/HRC/ITPR2/JPH2/PLCB4/PLCH1/RYR1/SLC8A1/TMEM38A/TRPC1,14,1.08527131782946
BP,GO:0002761,regulation of myeloid leukocyte differentiation,14/1175,130/18986,0.107692307692308,1.74012438625205,2.17486191178987,0.0303756077858513,0.242405646958713,0.213922298103695,CD101/CD74/DCSTAMP/HLA-DRB1/IL23R/IL5/KITLG/LEF1/MAFB/POU4F1/POU4F2/TESC/TNFRSF11A/TRIB1,14,1.07692307692308
BP,GO:0051283,negative regulation of sequestering of calcium ion,14/1175,130/18986,0.107692307692308,1.74012438625205,2.17486191178987,0.0303756077858513,0.242405646958713,0.213922298103695,CAMK2D/CCR5/CXCL10/F2R/GP9/HRC/ITPR2/JPH2/PLCB4/PLCH1/RYR1/SLC8A1/TMEM38A/TRPC1,14,1.07692307692308
BP,GO:0055007,cardiac muscle cell differentiation,14/1175,131/18986,0.106870229007634,1.72684099399058,2.14408439174564,0.0321519908158606,0.24680992667718,0.217809062503315,ACTN2/ALPK3/BMP4/ISL1/MEIS1/MESP1/MYLK3/NEBL/PLEC/RGS2/SLC8A1/SYNE1/WNT3A/ZMPSTE24,14,1.06870229007634
BP,GO:0001704,formation of primary germ layer,14/1175,132/18986,0.106060606060606,1.71375886524823,2.11357085631132,0.0340026454974949,0.251520168821233,0.221965837878487,BMP4/COL5A1/COL7A1/FOXC1/GPI/ITGB2/LAMB3/LEF1/MESP1/MMP15/MMP9/NODAL/NOG/WNT3A,14,1.06060606060606
BP,GO:0051282,regulation of sequestering of calcium ion,14/1175,132/18986,0.106060606060606,1.71375886524823,2.11357085631132,0.0340026454974949,0.251520168821233,0.221965837878487,CAMK2D/CCR5/CXCL10/F2R/GP9/HRC/ITPR2/JPH2/PLCB4/PLCH1/RYR1/SLC8A1/TMEM38A/TRPC1,14,1.06060606060606
BP,GO:0043271,negative regulation of monoatomic ion transport,14/1175,134/18986,0.104477611940299,1.68818037472213,2.05331721961732,0.0379326911069961,0.264222546399593,0.233175650178802,ACTN2/ANK3/CAMK2D/CAV1/GABRE/GEM/GPR35/HES1/LILRB2/MCUB/MMP9/PTGS2/SEMG1/TCAF2,14,1.04477611940298
BP,GO:0051208,sequestering of calcium ion,14/1175,136/18986,0.102941176470588,1.66335419274093,1.99406512302958,0.0421771502488478,0.277332142903536,0.244744832029641,CAMK2D/CCR5/CXCL10/F2R/GP9/HRC/ITPR2/JPH2/PLCB4/PLCH1/RYR1/SLC8A1/TMEM38A/TRPC1,14,1.02941176470588
BP,GO:0045621,positive regulation of lymphocyte differentiation,14/1175,137/18986,0.102189781021898,1.65121292126107,1.96480392823101,0.0444206430171047,0.285584549666203,0.252027557666214,ARID2/AXL/CD74/CD86/CR1/EGR3/HLA-DRB1/IL15/IL23R/IL7R/LEF1/LILRB2/VNN1/ZBTB16,14,1.02189781021898
BP,GO:0007520,myoblast fusion,13/1175,48/18986,0.270833333333333,4.37620567375886,6.01537269558182,4.60860456097129e-06,0.00089765375504252,0.000792176900948243,ADAM12/ADAMTS15/CACNA1H/CD53/CD9/CXCL10/EHD2/GDF15/MYOG/NEO1/PLEKHO1/PTGFRN/RIPOR2,13,2.70833333333333
BP,GO:0002763,positive regulation of myeloid leukocyte differentiation,13/1175,64/18986,0.203125,3.28215425531915,4.69711881614464,0.000124562038900943,0.00909821892472308,0.00802915247827865,CD101/CD74/DCSTAMP/HLA-DRB1/IL23R/IL5/KITLG/LEF1/POU4F1/POU4F2/TESC/TNFRSF11A/TRIB1,13,2.03125
BP,GO:0030193,regulation of blood coagulation,13/1175,69/18986,0.188405797101449,3.04431699044095,4.36944959477116,0.000274906388063866,0.0160636966091985,0.0141761668417963,ANO6/CAV1/CD36/CD9/F12/F2R/F3/KNG1/PLAUR/SERPINC1/SERPING1/TFPI/THBS1,13,1.88405797101449
BP,GO:1900046,regulation of hemostasis,13/1175,71/18986,0.183098591549296,2.95856158225951,4.24661916319843,0.00036844042238942,0.0181086745920183,0.0159808541300045,ANO6/CAV1/CD36/CD9/F12/F2R/F3/KNG1/PLAUR/SERPINC1/SERPING1/TFPI/THBS1,13,1.83098591549296
BP,GO:0032835,glomerulus development,13/1175,72/18986,0.180555555555556,2.91747044917258,4.18681062566139,0.000424549985177045,0.0197584811685494,0.0174368037694047,BMP4/EDNRB/EGR1/FOXC1/HES1/HEYL/KLF15/LAMB2/MAGI2/NOG/PDGFD/PTPRO/WWTR1,13,1.80555555555556
BP,GO:0048663,neuron fate commitment,13/1175,75/18986,0.173333333333333,2.80077163120567,4.01339686326208,0.000638238171405643,0.0267150816344752,0.0235759840126503,BCL11B/BMP4/DLX2/DMRT3/ESRP1/ISL1/LHX3/OLIG1/OLIG2/POU4F1/SOX1/TBR1/TLX3,13,1.73333333333333
BP,GO:0050818,regulation of coagulation,13/1175,76/18986,0.171052631578947,2.76391937290034,3.95749016271192,0.000727080206617727,0.0289675364136563,0.0255637689870619,ANO6/CAV1/CD36/CD9/F12/F2R/F3/KNG1/PLAUR/SERPINC1/SERPING1/TFPI/THBS1,13,1.71052631578947
BP,GO:0072678,T cell migration,13/1175,76/18986,0.171052631578947,2.76391937290034,3.95749016271192,0.000727080206617727,0.0289675364136563,0.0255637689870619,CCL2/CCL20/CCL5/CD200R1/CD99/CXCL10/CXCL12/CXCL16/DEFA4/ITGB7/PLEC/RIPOR2/TNFRSF14,13,1.71052631578947
BP,GO:0051966,regulation of synaptic transmission, glutamatergic,13/1175,77/18986,0.168831168831169,2.72802431610942,3.90248294098795,0.000826097262335394,0.0308116702313606,0.027191211867389,ADORA1/CACNG5/CCL2/EGFR/GRIK2/GRM1/GRM4/GRM6/MAPK8IP2/PLPPR4/PTGS2/SLC38A2/TSHZ3,13,1.68831168831169
BP,GO:0051952,regulation of amine transport,13/1175,83/18986,0.156626506024096,2.53081773904127,3.58985781308802,0.00168775640928794,0.0471531003731663,0.0416124777664936,ADORA1/ADORA3/CHRNA6/CXCL12/FGF20/KCNA2/RAB3B/RGS2/SLC38A1/SLC38A2/STX1A/SV2A/SYT11,13,1.56626506024096
BP,GO:0042475,odontogenesis of dentin-containing tooth,13/1175,94/18986,0.138297872340426,2.23465821638751,3.08213595247044,0.00513948646833752,0.0957114742207181,0.0844651054010961,APCDD1/BCL11B/BMP4/DLX2/DMRT3/FGF10/FOXC1/LEF1/LRP4/MSX1/NGFR/RSPO2/TNC,13,1.38297872340426
BP,GO:0055006,cardiac cell development,13/1175,95/18986,0.136842105263158,2.21113549832027,3.03953496992765,0.00562593349138798,0.101324603531539,0.0894186761482682,ACTN2/ALPK3/BMP4/ISL1/MEIS1/MYLK3/NEBL/PLEC/RGS2/SLC8A1/SPRY1/TGFBR3/ZMPSTE24,13,1.36842105263158
BP,GO:0051588,regulation of neurotransmitter transport,13/1175,99/18986,0.131313131313131,2.12179669030733,2.87428841020159,0.00795101331723502,0.119664356832175,0.105603456585314,CASK/DYSF/GPR158/KCNMB4/PPFIA2/RAB3B/RIMS1/RIMS3/SLC38A2/SLC4A8/STX1A/SV2C/SYT11,13,1.31313131313131
BP,GO:0071229,cellular response to acid chemical,13/1175,100/18986,0.13,2.10057872340426,2.83420462391069,0.00863650276610517,0.124731669328753,0.110075345537068,AMIGO1/COL4A1/CPEB1/CYBB/EGFR/GLRA1/KLF2/NTRK2/PDGFD/PLEC/PTGS2/SESN3/STAMBPL1,13,1.3
BP,GO:0002027,regulation of heart rate,13/1175,105/18986,0.123809523809524,2.00055116514691,2.64059342565463,0.0127868924695494,0.156386668598513,0.138010792896557,CACNA2D1/CAMK2D/CAV1/CTNNA3/DSG2/EDNRB/EPAS1/HRC/ISL1/KCND3/KCNH6/KCNJ3/SLC8A1,13,1.23809523809524
BP,GO:0043266,regulation of potassium ion transport,13/1175,107/18986,0.121495327102804,1.96315768542454,2.56613719859075,0.0148218817394147,0.168719212267493,0.148894227817451,ABCC9/ACTN2/ADORA1/AMIGO1/ANK3/ANO6/CAV1/DPP10/FXYD2/KCNIP3/KCNS3/LRRC52/PRNP,13,1.21495327102804
BP,GO:0045639,positive regulation of myeloid cell differentiation,13/1175,107/18986,0.121495327102804,1.96315768542454,2.56613719859075,0.0148218817394147,0.168719212267493,0.148894227817451,CD101/CD74/DCSTAMP/HLA-DRB1/IL23R/IL5/KITLG/LEF1/POU4F1/POU4F2/TESC/TNFRSF11A/TRIB1,13,1.21495327102804
BP,GO:0050829,defense response to Gram-negative bacterium,13/1175,107/18986,0.121495327102804,1.96315768542454,2.56613719859075,0.0148218817394147,0.168719212267493,0.148894227817451,BPI/CTSG/CXCL6/DEFA4/DEFB1/GSDMD/IL23R/IRGM/LYZ/RNASE3/RNASE6/TNFRSF14/TREM1,13,1.21495327102804
BP,GO:1901890,positive regulation of cell junction assembly,13/1175,110/18986,0.118181818181818,1.9096170212766,2.45742356750925,0.0183266462946465,0.191991698931366,0.169432131501565,AMIGO1/AMIGO2/CAV1/CUX2/EFNA5/EPHB1/FLRT2/GPRASP3/LRRTM3/NPHP1/NRP1/NTRK2/S100A10,13,1.18181818181818
BP,GO:0003279,cardiac septum development,13/1175,111/18986,0.117117117117117,1.89241326432816,2.42194406151117,0.0196235964100534,0.198735918359328,0.175383886079258,BMP4/CCN1/HES1/HEYL/ISL1/NDST1/NOG/NRP1/PARVA/PLXND1/PRDM1/PTK7/TGFBR3,13,1.17117117117117
BP,GO:0032963,collagen metabolic process,13/1175,111/18986,0.117117117117117,1.89241326432816,2.42194406151117,0.0196235964100534,0.198735918359328,0.175383886079258,ADAMTS3/BMP4/CIITA/COL5A1/CREB3L1/F2R/MMP1/MMP15/MMP9/P3H3/PEPD/RGCC/VIM,13,1.17117117117117
BP,GO:0031341,regulation of cell killing,13/1175,112/18986,0.116071428571429,1.87551671732523,2.38683040327261,0.0209882305077223,0.204781269462173,0.1807188913359,CD1C/CD5L/CLEC12B/CR1/CR1L/CXCL6/FCER2/HLA-DRB1/IL23R/IL7R/ITGAM/MICA/SLAMF6,13,1.16071428571429
BP,GO:0042116,macrophage activation,13/1175,112/18986,0.116071428571429,1.87551671732523,2.38683040327261,0.0209882305077223,0.204781269462173,0.1807188913359,BPI/C5AR1/CD74/CLU/CST7/DYSF/FCER2/IRGM/ITGAM/ITGB2/MCUB/SYT11/THBS1,13,1.16071428571429
BP,GO:0007218,neuropeptide signaling pathway,13/1175,113/18986,0.115044247787611,1.85891922425155,2.35207495308977,0.0224225235581864,0.208708055561951,0.184184268967013,CPE/ECEL1/ECRG4/GLRA1/GPR84/GRPR/LTB4R2/MCHR1/NMUR1/NPFF/NXPH3/OPRM1/SORCS2,13,1.15044247787611
BP,GO:0060840,artery development,13/1175,116/18986,0.112068965517241,1.81084372707263,2.24988483270394,0.0271627277729285,0.227083720299804,0.200400741145872,ADAMTS9/ARID2/BMP4/EGR2/FOXC1/HES1/LRP1/NDST1/NGFR/NOG/NRP1/PLXND1/PRDM1,13,1.12068965517241
BP,GO:0019882,antigen processing and presentation,13/1175,118/18986,0.110169491525424,1.78015146051208,2.18341896359712,0.0307061180124684,0.242643663182061,0.214132346747872,CD1C/CD74/CD8A/CTSD/FCER2/HLA-DQB1/HLA-DRB1/HLA-DRB5/LILRB2/MICA/RAB3B/RAB3C/THBS1,13,1.10169491525424
BP,GO:0030326,embryonic limb morphogenesis,13/1175,123/18986,0.105691056910569,1.70778758000346,2.0226940321124,0.0410091348602477,0.276496205423132,0.244007119566575,ALX4/BMP4/LEF1/LRP4/MAP3K20/MSX1/NOG/OSR2/RSPO2/SP9/TWIST1/ZBTB16/ZNF358,13,1.05691056910569
BP,GO:0035113,embryonic appendage morphogenesis,13/1175,123/18986,0.105691056910569,1.70778758000346,2.0226940321124,0.0410091348602477,0.276496205423132,0.244007119566575,ALX4/BMP4/LEF1/LRP4/MAP3K20/MSX1/NOG/OSR2/RSPO2/SP9/TWIST1/ZBTB16/ZNF358,13,1.05691056910569
BP,GO:1903305,regulation of regulated secretory pathway,13/1175,125/18986,0.104,1.6804629787234,1.96045660305996,0.0457420720291669,0.28982838168842,0.255772727427516,CASK/DOC2A/ITGAM/ITGB2/PPFIA2/PRAM1/RIMS1/RIMS3/SLC4A8/STX1A/SV2C/SYT11/SYT6,13,1.04
BP,GO:0007528,neuromuscular junction development,12/1175,52/18986,0.230769230769231,3.7288379705401,5.06102307128736,6.11205262406231e-05,0.00557483754374642,0.00491977837098868,ANK3/COL4A1/COL4A5/F2R/KY/LAMB2/LIN7A/LRP4/MUSK/PPFIBP1/RAPSN/TNC,12,2.30769230769231
